Id,SalePrice
2658,181103.21155729677
2718,181103.21155729677
2414,181103.21155729677
1989,181103.21155729677
625,181103.21155729677
333,181103.21155729677
1327,181103.21155729677
858,181103.21155729677
95,181103.21155729677
1568,181103.21155729677
2482,181103.21155729677
1364,181103.21155729677
2584,181103.21155729677
818,181103.21155729677
2673,181103.21155729677
2089,181103.21155729677
1297,181103.21155729677
790,181103.21155729677
2616,181103.21155729677
720,181103.21155729677
222,181103.21155729677
557,181103.21155729677
1148,181103.21155729677
2766,181103.21155729677
534,181103.21155729677
1452,181103.21155729677
630,181103.21155729677
2648,181103.21155729677
125,181103.21155729677
1904,181103.21155729677
1670,181103.21155729677
756,181103.21155729677
717,181103.21155729677
1032,181103.21155729677
852,181103.21155729677
1731,181103.21155729677
2639,181103.21155729677
2071,181103.21155729677
1267,181103.21155729677
1851,181103.21155729677
567,181103.21155729677
2439,181103.21155729677
1898,181103.21155729677
647,181103.21155729677
2256,181103.21155729677
979,181103.21155729677
1444,181103.21155729677
2485,181103.21155729677
157,181103.21155729677
88,181103.21155729677
2003,181103.21155729677
186,181103.21155729677
1425,181103.21155729677
2695,181103.21155729677
738,181103.21155729677
395,181103.21155729677
1353,181103.21155729677
1878,181103.21155729677
390,181103.21155729677
1456,181103.21155729677
1103,181103.21155729677
1387,181103.21155729677
2070,181103.21155729677
1199,181103.21155729677
2479,181103.21155729677
501,181103.21155729677
2362,181103.21155729677
1718,181103.21155729677
2188,181103.21155729677
1483,181103.21155729677
2557,181103.21155729677
437,181103.21155729677
2224,181103.21155729677
1628,181103.21155729677
397,181103.21155729677
587,181103.21155729677
971,181103.21155729677
2611,181103.21155729677
1887,181103.21155729677
2399,181103.21155729677
2148,181103.21155729677
304,181103.21155729677
1997,181103.21155729677
2817,181103.21155729677
1431,181103.21155729677
427,181103.21155729677
263,181103.21155729677
598,181103.21155729677
2895,181103.21155729677
687,181103.21155729677
1822,181103.21155729677
2191,181103.21155729677
179,181103.21155729677
1009,181103.21155729677
2010,181103.21155729677
1991,181103.21155729677
1411,181103.21155729677
1721,181103.21155729677
1144,181103.21155729677
593,181103.21155729677
575,181103.21155729677
1249,181103.21155729677
1604,181103.21155729677
1064,181103.21155729677
1923,181103.21155729677
1988,181103.21155729677
2325,181103.21155729677
114,181103.21155729677
2700,181103.21155729677
217,181103.21155729677
343,181103.21155729677
386,181103.21155729677
2005,181103.21155729677
2908,181103.21155729677
1814,181103.21155729677
2446,181103.21155729677
208,181103.21155729677
1679,181103.21155729677
822,181103.21155729677
6,181103.21155729677
1781,181103.21155729677
2397,181103.21155729677
2340,181103.21155729677
1618,181103.21155729677
2843,181103.21155729677
1061,181103.21155729677
2786,181103.21155729677
1935,181103.21155729677
1341,181103.21155729677
521,181103.21155729677
2136,181103.21155729677
996,181103.21155729677
227,181103.21155729677
135,181103.21155729677
1167,181103.21155729677
294,181103.21155729677
1776,181103.21155729677
540,181103.21155729677
1717,181103.21155729677
2303,181103.21155729677
116,181103.21155729677
127,181103.21155729677
1371,181103.21155729677
1014,181103.21155729677
1507,181103.21155729677
702,181103.21155729677
750,181103.21155729677
261,181103.21155729677
1559,181103.21155729677
577,181103.21155729677
2812,181103.21155729677
2080,181103.21155729677
1368,181103.21155729677
2376,181103.21155729677
659,181103.21155729677
1235,181103.21155729677
332,181103.21155729677
1917,181103.21155729677
2094,181103.21155729677
1460,181103.21155729677
1471,181103.21155729677
1509,181103.21155729677
1922,181103.21155729677
433,181103.21155729677
460,181103.21155729677
1116,181103.21155729677
1137,181103.21155729677
53,181103.21155729677
2354,181103.21155729677
1475,181103.21155729677
1761,181103.21155729677
842,181103.21155729677
2739,181103.21155729677
2509,181103.21155729677
1007,181103.21155729677
2610,181103.21155729677
1952,181103.21155729677
2719,181103.21155729677
2921,181103.21155729677
1966,181103.21155729677
292,181103.21155729677
1204,181103.21155729677
1829,181103.21155729677
2419,181103.21155729677
391,181103.21155729677
798,181103.21155729677
481,181103.21155729677
193,181103.21155729677
555,181103.21155729677
899,181103.21155729677
2357,181103.21155729677
328,181103.21155729677
1356,181103.21155729677
1154,181103.21155729677
1730,181103.21155729677
2249,181103.21155729677
1119,181103.21155729677
2856,181103.21155729677
1394,181103.21155729677
2587,181103.21155729677
61,181103.21155729677
2661,181103.21155729677
2711,181103.21155729677
1147,181103.21155729677
757,181103.21155729677
2623,181103.21155729677
2378,181103.21155729677
1413,181103.21155729677
1722,181103.21155729677
1112,181103.21155729677
1623,181103.21155729677
1201,181103.21155729677
1513,181103.21155729677
957,181103.21155729677
1171,181103.21155729677
1145,181103.21155729677
2726,181103.21155729677
703,181103.21155729677
760,181103.21155729677
1964,181103.21155729677
2512,181103.21155729677
159,181103.21155729677
1281,181103.21155729677
468,181103.21155729677
290,181103.21155729677
665,181103.21155729677
1463,181103.21155729677
1792,181103.21155729677
923,181103.21155729677
500,181103.21155729677
1408,181103.21155729677
331,181103.21155729677
170,181103.21155729677
2192,181103.21155729677
2571,181103.21155729677
2314,181103.21155729677
2647,181103.21155729677
422,181103.21155729677
2457,181103.21155729677
1838,181103.21155729677
2805,181103.21155729677
1645,181103.21155729677
1711,181103.21155729677
2825,181103.21155729677
322,181103.21155729677
2103,181103.21155729677
342,181103.21155729677
600,181103.21155729677
488,181103.21155729677
1725,181103.21155729677
2246,181103.21155729677
2847,181103.21155729677
806,181103.21155729677
530,181103.21155729677
963,181103.21155729677
2678,181103.21155729677
171,181103.21155729677
2401,181103.21155729677
805,181103.21155729677
2259,181103.21155729677
1748,181103.21155729677
1361,181103.21155729677
1677,181103.21155729677
1406,181103.21155729677
2322,181103.21155729677
688,181103.21155729677
143,181103.21155729677
804,181103.21155729677
1214,181103.21155729677
2828,181103.21155729677
1999,181103.21155729677
2467,181103.21155729677
2665,181103.21155729677
1538,181103.21155729677
398,181103.21155729677
2822,181103.21155729677
2157,181103.21155729677
1856,181103.21155729677
1269,181103.21155729677
2570,181103.21155729677
2320,181103.21155729677
1517,181103.21155729677
2304,181103.21155729677
1312,181103.21155729677
2012,181103.21155729677
506,181103.21155729677
2865,181103.21155729677
2367,181103.21155729677
554,181103.21155729677
238,181103.21155729677
1954,181103.21155729677
2488,181103.21155729677
2291,181103.21155729677
1969,181103.21155729677
2725,181103.21155729677
1482,181103.21155729677
2763,181103.21155729677
503,181103.21155729677
1584,181103.21155729677
1531,181103.21155729677
2210,181103.21155729677
459,181103.21155729677
556,181103.21155729677
1347,181103.21155729677
1290,181103.21155729677
1388,181103.21155729677
1571,181103.21155729677
2754,181103.21155729677
765,181103.21155729677
2494,181103.21155729677
2870,181103.21155729677
7,181103.21155729677
1114,181103.21155729677
2418,181103.21155729677
291,181103.21155729677
18,181103.21155729677
39,181103.21155729677
1001,181103.21155729677
2442,181103.21155729677
616,181103.21155729677
2680,181103.21155729677
1414,181103.21155729677
289,181103.21155729677
40,181103.21155729677
860,181103.21155729677
409,181103.21155729677
673,181103.21155729677
2427,181103.21155729677
2036,181103.21155729677
2564,181103.21155729677
642,181103.21155729677
1008,181103.21155729677
1908,181103.21155729677
2519,181103.21155729677
1369,181103.21155729677
2855,181103.21155729677
712,181103.21155729677
1943,181103.21155729677
1958,181103.21155729677
107,181103.21155729677
2295,181103.21155729677
704,181103.21155729677
676,181103.21155729677
259,181103.21155729677
93,181103.21155729677
106,181103.21155729677
2315,181103.21155729677
1050,181103.21155729677
1095,181103.21155729677
2709,181103.21155729677
758,181103.21155729677
1496,181103.21155729677
2370,181103.21155729677
2458,181103.21155729677
2733,181103.21155729677
161,181103.21155729677
726,181103.21155729677
845,181103.21155729677
947,181103.21155729677
2232,181103.21155729677
2563,181103.21155729677
2299,181103.21155729677
211,181103.21155729677
605,181103.21155729677
1478,181103.21155729677
2247,181103.21155729677
2274,181103.21155729677
2869,181103.21155729677
967,181103.21155729677
2656,181103.21155729677
667,181103.21155729677
1042,181103.21155729677
2023,181103.21155729677
2447,181103.21155729677
2055,181103.21155729677
2275,181103.21155729677
2204,181103.21155729677
1563,181103.21155729677
483,181103.21155729677
796,181103.21155729677
1526,181103.21155729677
2042,181103.21155729677
442,181103.21155729677
1693,181103.21155729677
1468,181103.21155729677
1430,181103.21155729677
2605,181103.21155729677
1529,181103.21155729677
335,181103.21155729677
1287,181103.21155729677
31,181103.21155729677
1785,181103.21155729677
82,181103.21155729677
2620,181103.21155729677
252,181103.21155729677
721,181103.21155729677
2165,181103.21155729677
2316,181103.21155729677
775,181103.21155729677
1558,181103.21155729677
17,181103.21155729677
1022,181103.21155729677
925,181103.21155729677
438,181103.21155729677
1270,181103.21155729677
1272,181103.21155729677
215,181103.21155729677
266,181103.21155729677
2402,181103.21155729677
1250,181103.21155729677
1984,181103.21155729677
1279,181103.21155729677
377,181103.21155729677
1252,181103.21155729677
2156,181103.21155729677
499,181103.21155729677
1374,181103.21155729677
2898,181103.21155729677
401,181103.21155729677
2721,181103.21155729677
2078,181103.21155729677
2589,181103.21155729677
1946,181103.21155729677
1334,181103.21155729677
2781,181103.21155729677
431,181103.21155729677
576,181103.21155729677
1474,181103.21155729677
2254,181103.21155729677
2155,181103.21155729677
885,181103.21155729677
643,181103.21155729677
1944,181103.21155729677
480,181103.21155729677
2845,181103.21155729677
2387,181103.21155729677
2407,181103.21155729677
2527,181103.21155729677
2514,181103.21155729677
629,181103.21155729677
80,181103.21155729677
1876,181103.21155729677
1546,181103.21155729677
2518,181103.21155729677
2347,181103.21155729677
783,181103.21155729677
1322,181103.21155729677
194,181103.21155729677
1770,181103.21155729677
2143,181103.21155729677
1229,181103.21155729677
511,181103.21155729677
46,181103.21155729677
1348,181103.21155729677
2465,181103.21155729677
387,181103.21155729677
873,181103.21155729677
1918,181103.21155729677
2764,181103.21155729677
2184,181103.21155729677
934,181103.21155729677
1920,181103.21155729677
2631,181103.21155729677
1768,181103.21155729677
2040,181103.21155729677
1749,181103.21155729677
834,181103.21155729677
1457,181103.21155729677
79,181103.21155729677
2302,181103.21155729677
1817,181103.21155729677
2755,181103.21155729677
359,181103.21155729677
2059,181103.21155729677
2092,181103.21155729677
2516,181103.21155729677
150,181103.21155729677
1656,181103.21155729677
83,181103.21155729677
2411,181103.21155729677
795,181103.21155729677
2312,181103.21155729677
2917,181103.21155729677
1624,181103.21155729677
2215,181103.21155729677
1211,181103.21155729677
1485,181103.21155729677
1024,181103.21155729677
570,181103.21155729677
2874,181103.21155729677
700,181103.21155729677
2756,181103.21155729677
2022,181103.21155729677
583,181103.21155729677
2392,181103.21155729677
2424,181103.21155729677
212,181103.21155729677
736,181103.21155729677
1610,181103.21155729677
890,181103.21155729677
467,181103.21155729677
578,181103.21155729677
1747,181103.21155729677
1149,181103.21155729677
2758,181103.21155729677
857,181103.21155729677
2219,181103.21155729677
733,181103.21155729677
2909,181103.21155729677
1798,181103.21155729677
235,181103.21155729677
2366,181103.21155729677
1027,181103.21155729677
1195,181103.21155729677
1303,181103.21155729677
148,181103.21155729677
608,181103.21155729677
2515,181103.21155729677
821,181103.21155729677
2500,181103.21155729677
745,181103.21155729677
741,181103.21155729677
1611,181103.21155729677
2532,181103.21155729677
1081,181103.21155729677
1692,181103.21155729677
2520,181103.21155729677
276,181103.21155729677
1992,181103.21155729677
663,181103.21155729677
418,181103.21155729677
1733,181103.21155729677
2359,181103.21155729677
253,181103.21155729677
1518,181103.21155729677
2035,181103.21155729677
2919,181103.21155729677
1540,181103.21155729677
2120,181103.21155729677
1674,181103.21155729677
256,181103.21155729677
2361,181103.21155729677
978,181103.21155729677
2280,181103.21155729677
2095,181103.21155729677
1709,181103.21155729677
2801,181103.21155729677
1246,181103.21155729677
2373,181103.21155729677
1055,181103.21155729677
2017,181103.21155729677
1099,181103.21155729677
1344,181103.21155729677
835,181103.21155729677
1117,181103.21155729677
2043,181103.21155729677
2085,181103.21155729677
410,181103.21155729677
2650,181103.21155729677
2867,181103.21155729677
1668,181103.21155729677
1161,181103.21155729677
2122,181103.21155729677
2539,181103.21155729677
1047,181103.21155729677
1445,181103.21155729677
541,181103.21155729677
569,181103.21155729677
1276,181103.21155729677
918,181103.21155729677
326,181103.21155729677
1936,181103.21155729677
895,181103.21155729677
257,181103.21155729677
1241,181103.21155729677
1545,181103.21155729677
1189,181103.21155729677
270,181103.21155729677
2066,181103.21155729677
693,181103.21155729677
1259,181103.21155729677
2916,181103.21155729677
2321,181103.21155729677
1977,181103.21155729677
1895,181103.21155729677
1240,181103.21155729677
85,181103.21155729677
1823,181103.21155729677
825,181103.21155729677
110,181103.21155729677
697,181103.21155729677
2297,181103.21155729677
1231,181103.21155729677
1355,181103.21155729677
968,181103.21155729677
584,181103.21155729677
1315,181103.21155729677
1606,181103.21155729677
206,181103.21155729677
1685,181103.21155729677
2016,181103.21155729677
869,181103.21155729677
2135,181103.21155729677
2346,181103.21155729677
2430,181103.21155729677
2198,181103.21155729677
2652,181103.21155729677
27,181103.21155729677
241,181103.21155729677
906,181103.21155729677
1506,181103.21155729677
2098,181103.21155729677
1435,181103.21155729677
2213,181103.21155729677
1274,181103.21155729677
743,181103.21155729677
1737,181103.21155729677
2797,181103.21155729677
2185,181103.21155729677
58,181103.21155729677
830,181103.21155729677
808,181103.21155729677
680,181103.21155729677
1153,181103.21155729677
1291,181103.21155729677
1818,181103.21155729677
2161,181103.21155729677
1883,181103.21155729677
350,181103.21155729677
2473,181103.21155729677
295,181103.21155729677
293,181103.21155729677
859,181103.21155729677
288,181103.21155729677
1578,181103.21155729677
102,181103.21155729677
2831,181103.21155729677
1030,181103.21155729677
2551,181103.21155729677
1286,181103.21155729677
958,181103.21155729677
776,181103.21155729677
72,181103.21155729677
2263,181103.21155729677
1866,181103.21155729677
2876,181103.21155729677
2146,181103.21155729677
103,181103.21155729677
1500,181103.21155729677
492,181103.21155729677
167,181103.21155729677
2597,181103.21155729677
2685,181103.21155729677
1035,181103.21155729677
1220,181103.21155729677
2602,181103.21155729677
2159,181103.21155729677
695,181103.21155729677
1109,181103.21155729677
640,181103.21155729677
1652,181103.21155729677
2090,181103.21155729677
1188,181103.21155729677
2345,181103.21155729677
1059,181103.21155729677
2751,181103.21155729677
128,181103.21155729677
1523,181103.21155729677
2925,181103.21155729677
2145,181103.21155729677
1121,181103.21155729677
566,181103.21155729677
565,181103.21155729677
1331,181103.21155729677
2928,181103.21155729677
156,181103.21155729677
797,181103.21155729677
327,181103.21155729677
2859,181103.21155729677
1453,181103.21155729677
1762,181103.21155729677
1868,181103.21155729677
1760,181103.21155729677
1113,181103.21155729677
1812,181103.21155729677
117,181103.21155729677
1142,181103.21155729677
2342,181103.21155729677
927,181103.21155729677
2478,181103.21155729677
655,181103.21155729677
2064,181103.21155729677
369,181103.21155729677
2239,181103.21155729677
2732,181103.21155729677
1653,181103.21155729677
959,181103.21155729677
2395,181103.21155729677
1412,181103.21155729677
271,181103.21155729677
1484,181103.21155729677
1497,181103.21155729677
552,181103.21155729677
2,181103.21155729677
1855,181103.21155729677
4,181103.21155729677
2292,181103.21155729677
134,181103.21155729677
646,181103.21155729677
42,181103.21155729677
532,181103.21155729677
713,181103.21155729677
2561,181103.21155729677
2360,181103.21155729677
1333,181103.21155729677
1407,181103.21155729677
2892,181103.21155729677
574,181103.21155729677
1227,181103.21155729677
2591,181103.21155729677
1476,181103.21155729677
1125,181103.21155729677
1446,181103.21155729677
408,181103.21155729677
1101,181103.21155729677
2251,181103.21155729677
373,181103.21155729677
2554,181103.21155729677
2382,181103.21155729677
1985,181103.21155729677
519,181103.21155729677
1093,181103.21155729677
864,181103.21155729677
2889,181103.21155729677
2308,181103.21155729677
986,181103.21155729677
1302,181103.21155729677
585,181103.21155729677
2708,181103.21155729677
147,181103.21155729677
1441,181103.21155729677
383,181103.21155729677
285,181103.21155729677
181,181103.21155729677
358,181103.21155729677
780,181103.21155729677
258,181103.21155729677
1865,181103.21155729677
692,181103.21155729677
2902,181103.21155729677
508,181103.21155729677
2638,181103.21155729677
36,181103.21155729677
611,181103.21155729677
2281,181103.21155729677
1678,181103.21155729677
1696,181103.21155729677
1557,181103.21155729677
2180,181103.21155729677
1726,181103.21155729677
951,181103.21155729677
267,181103.21155729677
2706,181103.21155729677
2221,181103.21155729677
1357,181103.21155729677
2901,181103.21155729677
347,181103.21155729677
2164,181103.21155729677
1586,181103.21155729677
360,181103.21155729677
1769,181103.21155729677
2617,181103.21155729677
1879,181103.21155729677
991,181103.21155729677
1535,181103.21155729677
1191,181103.21155729677
1579,181103.21155729677
1882,181103.21155729677
1510,181103.21155729677
2196,181103.21155729677
1845,181103.21155729677
2336,181103.21155729677
942,181103.21155729677
861,181103.21155729677
2555,181103.21155729677
1392,181103.21155729677
2099,181103.21155729677
1543,181103.21155729677
948,181103.21155729677
1239,181103.21155729677
22,181103.21155729677
2796,181103.21155729677
2747,181103.21155729677
92,181103.21155729677
210,181103.21155729677
1858,181103.21155729677
2228,181103.21155729677
447,181103.21155729677
827,181103.21155729677
1649,181103.21155729677
682,181103.21155729677
2698,181103.21155729677
494,181103.21155729677
214,181103.21155729677
2441,181103.21155729677
2679,181103.21155729677
1336,181103.21155729677
465,181103.21155729677
1524,181103.21155729677
2543,181103.21155729677
631,181103.21155729677
2452,181103.21155729677
228,181103.21155729677
126,181103.21155729677
1092,181103.21155729677
1122,181103.21155729677
932,181103.21155729677
1980,181103.21155729677
2171,181103.21155729677
551,181103.21155729677
2768,181103.21155729677
2056,181103.21155729677
1159,181103.21155729677
2645,181103.21155729677
1174,181103.21155729677
2266,181103.21155729677
2462,181103.21155729677
1219,181103.21155729677
2922,181103.21155729677
118,181103.21155729677
474,181103.21155729677
2576,181103.21155729677
872,181103.21155729677
1077,181103.21155729677
1536,181103.21155729677
1150,181103.21155729677
2341,181103.21155729677
1931,181103.21155729677
